Flight No.,Launch site,Payload,Payload mass,Orbit,Customer,Launch outcome,Date,Time,Version Booster,Booster landing,Year,Payload mass kg,Payload mass lbs
1,Cape Canaveral,Dragon Spacecraft Qualification Unit,U,LEO,SpaceX,Success,2010-06-04,18:45,F9v1.0,Failure (parachute),2010,,
2,Cape Canaveral,SpaceX COTS Demo Flight 1,U,LEO,NASA,Success,2010-12-08,15:43,F9v1.0,Failure (parachute),2010,,
3,Cape Canaveral,SpaceX COTS Demo Flight 2,525 kg,LEO,NASA,Success,2012-05-22,07:44,F9 v1.0,No attempt,2012,525.0,1157.4254999999998
4,Cape Canaveral,SpaceX CRS-1,"4,700 kg",LEO,NASA,Success,2012-10-08,00:35,F9 v1.0,No attempt,2012,4700.0,10361.714
5,Cape Canaveral,SpaceX CRS-2,"4,877 kg",LEO,NASA,Success,2013-03-01,15:10,F9 v1.0,No attempt,2013,4877.0,10751.931739999998
6,Vandenberg,CASSIOPE,500 kg,Polar orbit,MDA,Success,2013-09-29,16:00,F9 v1.1,Failure (ocean),2013,500.0,1102.31
7,Cape Canaveral,SES-8,"3,170 kg",GTO,SES,Success,2013-12-03,22:41,F9 v1.1,No attempt,2013,3170.0,6988.645399999999
8,Cape Canaveral,Thaicom 6,"3,325 kg",GTO,Thaicom,Success,2014-01-06,22:06,F9 v1.1,No attempt,2014,3325.0,7330.361499999999
9,Cape Canaveral,SpaceX CRS-3,"2,296 kg",LEO,NASA,Success,2014-04-18,19:25,F9 v1.1,Controlled (ocean),2014,2296.0,5061.807519999999
10,Cape Canaveral,Orbcomm-OG2,"1,316 kg",LEO,Orbcomm,Success,2014-07-14,15:15,F9 v1.1,Controlled (ocean),2014,1316.0,2901.27992
11,Cape Canaveral,AsiaSat 8,"4,535 kg",GTO,AsiaSat,Success,2014-08-05,08:00,F9 v1.1,No attempt,2014,4535.0,9997.9517
12,Cape Canaveral,AsiaSat 6,"4,428 kg",GTO,AsiaSat,Success,2014-09-07,05:00,F9 v1.1,No attempt,2014,4428.0,9762.057359999999
13,Cape Canaveral,SpaceX CRS-4,"2,216 kg",LEO,NASA,Success,2014-09-21,05:52,F9 v1.1,Failure (ocean),2014,2216.0,4885.437919999999
14,Cape Canaveral,SpaceX CRS-5,"2,395 kg",LEO,NASA,Success,2015-01-10,09:47,F9 v1.1,Failure ( JRTI,2015,2395.0,5280.064899999999
15,Cape Canaveral,DSCOVR,570 kg,,USAF,Success,2015-02-11,23:03,F9 v1.1,Controlled (ocean),2015,570.0,1256.6334
16,Cape Canaveral,ABS-3A,"4,159 kg",GTO,ABS,Success,2015-03-02,03:50,F9 v1.1,No attempt,2015,4159.0,9169.01458
17,Cape Canaveral,SpaceX CRS-6,"1,898 kg",LEO,NASA,Success,2015-04-14,20:10,F9 v1.1,Failure ( JRTI,2015,1898.0,4184.368759999999
18,Cape Canaveral,TürkmenÄlem 52°E / MonacoSAT,"4,707 kg",GTO,,Success,2015-04-27,23:03,F9 v1.1,No attempt,2015,4707.0,10377.14634
19,Cape Canaveral,SpaceX CRS-7,"1,952 kg",LEO,NASA,Failure,2015-06-28,14:21,F9 v1.1,Precluded  (drone ship),2015,1952.0,4303.41824
20,Cape Canaveral,Orbcomm-OG2,"2,034 kg",LEO,Orbcomm,Success,2015-12-22,01:29,F9 FT,Success ( LZ‑1,2015,2034.0,4484.19708
21,Vandenberg,Jason-3,553 kg,LEO,NASA,Success,2016-01-17,18:42,F9 v1.1[,Failure ( JRTI,2016,553.0,1219.1548599999999
22,Cape Canaveral,SES-9,"5,271 kg",GTO,SES,Success,2016-03-04,23:35,F9 FT[,Failure ( OCISLY,2016,5271.0,11620.55202
23,Cape Canaveral,SpaceX CRS-8,"3,136 kg",LEO,NASA,Success,2016-04-08,20:43,F9 FT[,Success ( OCISLY,2016,3136.0,6913.688319999999
24,Cape Canaveral,JCSAT-14,"4,696 kg",GTO,SKY Perfect JSAT Group,Success,2016-05-06,05:21,F9 FT[,Success ( OCISLY,2016,4696.0,10352.895519999998
25,Cape Canaveral,Thaicom 8,"3,100 kg",GTO,Thaicom,Success,2016-05-27,21:39,F9 FT[,Success ( OCISLY,2016,3100.0,6834.321999999999
26,Cape Canaveral,ABS-2A,"3,600 kg",GTO,ABS,Success,2016-06-15,14:29,F9 FT[,Failure ( OCISLY,2016,3600.0,7936.632
27,Cape Canaveral,SpaceX CRS-9,"2,257 kg",LEO,NASA,Success,2016-07-18,04:45,F9 FT[,Success ( LZ‑1,2016,2257.0,4975.82734
28,Cape Canaveral,JCSAT-16,"4,600 kg",GTO,SKY Perfect JSAT Group,Success,2016-08-14,05:26,F9 FT[,Success ( OCISLY,2016,4600.0,10141.251999999999
29,Vandenberg,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,Success,2017-01-14,17:54,F9FT[,Success ( JRTI,2017,9600.0,21164.352
30,Kennedy,SpaceX CRS-10,"2,490 kg",LEO,NASA,Success,2017-02-19,14:39,F9FT[,Success ( LZ‑1,2017,2490.0,5489.5037999999995
31,Kennedy,EchoStar 23,"5,600 kg",GTO,EchoStar,Success,2017-03-16,06:00,F9FT[,No attempt,2017,5600.0,12345.872
32,Kennedy,SES-10,"5,300 kg",GTO,SES,Success,2017-03-30,22:27,F9FT[,Success ( OCISLY,2017,5300.0,11684.485999999999
33,Kennedy,NROL-76,C,LEO,NRO,Success,2017-05-01,11:15,F9FT[,Success ( LZ‑1,2017,,
34,Kennedy,Inmarsat-5 F4,"6,070 kg",GTO,Inmarsat,Success,2017-05-15,23:21,F9FT[,No attempt,2017,6070.0,13382.043399999999
35,Kennedy,SpaceX CRS-11,"2,708 kg",LEO,NASA,Success,2017-06-03,21:07,F9FT[,Success ( LZ‑1,2017,2708.0,5970.110959999999
36,Kennedy,BulgariaSat-1,"3,669 kg",GTO,Bulsatcom,Success,2017-06-23,19:10,F9FT[,Success ( OCISLY,2017,3669.0,8088.750779999999
37,Vandenberg,Iridium NEXT,"9,600 kg",LEO,Iridium Communications,Success,2017-06-25,20:25,F9FT[,Success ( JRTI,2017,9600.0,21164.352
38,Kennedy,Intelsat 35e,"6,761 kg",GTO,Intelsat,Success,2017-07-05,23:38,F9FT[,No attempt,2017,6761.0,14905.435819999999
39,Kennedy,SpaceX CRS-12,"3,310 kg",LEO,NASA,Success,2017-08-14,16:31,F9B4[,Success ( LZ‑1,2017,3310.0,7297.292199999999
40,Vandenberg,Formosat-5,475 kg,SSO,NSPO,Success,2017-08-24,18:51,F9FT[,Success ( JRTI,2017,475.0,1047.1944999999998
41,Kennedy,Boeing X-37B,"4,990 kg",LEO,USAF,Success,2017-09-07,14:00,F9B4[,Success ( LZ‑1,2017,4990.0,11001.0538
42,Vandenberg,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,Success,2017-10-09,12:37,F9B4[,Success ( JRTI,2017,9600.0,21164.352
43,Kennedy,SES-11,"5,400 kg",GTO,SES S.A.,Success,2017-10-11,22:53:00,F9 FT[,Success ( OCISLY,2017,5400.0,11904.947999999999
44,Kennedy,Koreasat 5A,"3,500 kg",GTO,KT Corporation,Success,2017-10-30,19:34,F9B4[,Success ( OCISLY,2017,3500.0,7716.169999999999
45,Cape Canaveral,SpaceX CRS-13,"2,205 kg",LEO,NASA,Success,2017-12-15,15:36,F9 FT[,Success ( LZ‑1,2017,2205.0,4861.187099999999
46,Vandenberg,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,Success,2017-12-23,01:27,F9 FT[,Controlled (ocean),2017,9600.0,21164.352
47,Cape Canaveral,Zuma,C,LEO,,Success,2018-01-08,01:00,F9B4,Success ( LZ‑1,2018,,
48,Cape Canaveral,GovSat-1,"4,230 kg",GTO,SES,Success,2018-01-31,21:25,F9FT[,Controlled (ocean),2018,4230.0,9325.542599999999
49,Vandenberg,Paz,"2,150 kg",SSO,Hisdesat,Success,2018-02-22,14:17,F9FT[,No attempt,2018,2150.0,4739.933
50,Cape Canaveral,Hispasat 30W-6,"6,092 kg",GTO,Hispasat,Success,2018-03-06,05:33,F9B4[,Controlled (ocean),2018,6092.0,13430.545039999999
51,Vandenberg,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,Success,2018-03-30,14:14,F9B4[,No attempt,2018,9600.0,21164.352
52,Cape Canaveral,SpaceX CRS-14,"2,647 kg",LEO,NASA,Success,2018-04-02,20:30,F9B4[,No attempt,2018,2647.0,5835.629139999999
53,Cape Canaveral,Transiting Exoplanet Survey Satellite,362 kg,HEO,NASA,Success,2018-04-18,22:51,F9B4[,Success ( OCISLY,2018,362.0,798.0724399999999
54,Kennedy,Bangabandhu-1,"3,600 kg",GTO,Thales-Alenia,Success,2018-05-11,20:14,F9B5303B1046-1260,Success ( OCISLY,2018,3600.0,7936.632
55,Vandenberg,Iridium NEXT,"6,460 kg",Polar,Iridium Communications,Success,2018-05-22,19:47,F9B4[,No attempt,2018,6460.0,14241.845199999998
56,Cape Canaveral,SES-12,"5,384 kg",GTO,SES,Success,2018-06-04,04:45,F9B4[,No attempt,2018,5384.0,11869.674079999999
57,Cape Canaveral,SpaceX CRS-15,"2,697 kg",LEO,NASA,Success,2018-06-29,09:42,F9B4[,No attempt,2018,2697.0,5945.86014
58,Cape Canaveral,Telstar 19V,"7,075 kg",GTO,Telesat,Success,2018-07-22,05:50,F9B5,Success ( OCISLY,2018,7075.0,15597.686499999998
59,Vandenberg,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,Success,2018-07-25,11:39,F9B5341B1048-1342,Success ( JRTI,2018,9600.0,21164.352
60,Cape Canaveral,Merah Putih,"5,800 kg",GTO,Telkom Indonesia,Success,2018-08-07,05:18,F9B5[,Success ( OCISLY,2018,5800.0,12786.795999999998
61,Cape Canaveral,Telstar 18V,"7,060 kg",GTO,Telesat,Success,2018-09-10,04:45,F9B5[,Success ( OCISLY,2018,7060.0,15564.617199999999
62,Vandenberg,SAOCOM 1A,"3,000 kg",SSO,CONAE,Success,2018-10-08,02:22,F9B5[,Success ( LZ‑4,2018,3000.0,6613.86
63,Kennedy,Es'hail 2,"5,300 kg",GTO,Es'hailSat,Success,2018-11-15,20:46,F9B5[,Success ( OCISLY,2018,5300.0,11684.485999999999
64,Vandenberg,SSO-A,"~4,000 kg",SSO,Spaceflight Industries,Success,2018-12-03,18:34:05,F9B5[,Success ( JRTI,2018,4000.0,8818.48
65,Cape Canaveral,SpaceX CRS-16,"2,500 kg",LEO,NASA,Success,2018-12-05,18:16,F9B5[,Failure ( LZ‑1,2018,2500.0,5511.549999999999
66,Cape Canaveral,GPS III,"4,400 kg",MEO,USAF,Success,2018-12-23,13:51,F9B5[,No attempt,2018,4400.0,9700.328
67,Vandenberg,Iridium NEXT,"9,600 kg",Polar,Iridium Communications,Success,2019-01-11,15:31,F9 B5[,Success ( JRTI,2019,9600.0,21164.352
68,Cape Canaveral,Nusantara Satu,"4,850 kg",GTO,PSN,Success,2019-02-22,01:45,F9 B5[,Success ( OCISLY,2019,4850.0,10692.407
69,Kennedy,Crew Dragon Demo-1,"12,055 kg",LEO,NASA,Success,2019-03-02,07:49,F9B5[]404,Success ( OCISLY,2019,12055.0,26576.694099999997
70,Cape Canaveral,SpaceX CRS-17,"2,495 kg",LEO,NASA,Success,2019-05-04,06:48,F9B5[,Success ( OCISLY,2019,2495.0,5500.5269
71,Cape Canaveral,Starlink,"13,620 kg",LEO,SpaceX,Success,2019-05-24,02:30,F9 B5[,Success ( OCISLY,2019,13620.0,30026.924399999996
72,Vandenberg,RADARSAT Constellation,"4,200 kg",SSO,Canadian Space Agency,Success,2019-06-12,14:17,F9B5[,Success ( LZ‑4,2019,4200.0,9259.403999999999
73,Cape Canaveral,SpaceX CRS-18,"2,268 kg",LEO,NASA,Success,2019-07-25,22:01,F9 B5[,Success ( LZ‑1,2019,2268.0,5000.078159999999
74,Cape Canaveral,AMOS-17,"6,500 kg",GTO,Spacecom,Success,2019-08-06,23:23,F9 B5[,No attempt,2019,6500.0,14330.029999999999
75,Cape Canaveral,Starlink,"15,600 kg",LEO,SpaceX,Success,2019-11-11,14:56,F9 B5,Success ( OCISLY,2019,15600.0,34392.072
76,Cape Canaveral,SpaceX CRS-19,"2,617 kg",LEO,NASA,Success,2019-12-05,17:29,F9B5[,Success ( OCISLY,2019,2617.0,5769.49054
77,Cape Canaveral,JCSat-18,"6,956 kg",GTO,Sky Perfect JSAT,Success,2019-12-17,00:10,F9 B5[,Success ( OCISLY,2019,6956.0,15335.33672
78,Cape Canaveral,Starlink,"15,600 kg",LEO,SpaceX,Success,2020-01-07,02:19:21,F9 B5,Success ( OCISLY,2020,15600.0,34392.072
79,Kennedy,Crew Dragon in-flight abort test,"12,050 kg",Sub-orbital,NASA,Success,2020-01-19,15:30,F9 B5,No attempt,2020,12050.0,26565.671
80,Cape Canaveral,Starlink,"15,600 kg",LEO,SpaceX,Success,2020-01-29,14:07,F9 B5,Success ( OCISLY,2020,15600.0,34392.072
81,Cape Canaveral,Starlink,"15,600 kg",LEO,SpaceX,Success,2020-02-17,15:05,F9 B5,Failure ( OCISLY,2020,15600.0,34392.072
82,Cape Canaveral,SpaceX CRS-20,"1,977 kg",LEO,NASA,Success,2020-03-07,04:50,F9 B5,Success ( LZ‑1,2020,1977.0,4358.53374
83,Kennedy,Starlink,"15,600 kg",LEO,SpaceX,Success,2020-03-18,12:16,F9 B5,Failure ( OCISLY,2020,15600.0,34392.072
84,Kennedy,Starlink,"15,600 kg",LEO,SpaceX,Success,2020-04-22,19:30,F9 B5,Success ( OCISLY,2020,15600.0,34392.072
85,Kennedy,Crew Dragon Demo-2,"12,530 kg",LEO,NASA,Success,2020-05-30,19:22,F9 B5B1058-131,Success ( OCISLY,2020,12530.0,27623.8886
86,Cape Canaveral,Starlink,"15,600 kg",LEO,SpaceX,Success,2020-06-04,01:25,F9 B5,Success ( JRTI,2020,15600.0,34392.072
87,Cape Canaveral,Starlink,"15,410 kg",LEO,SpaceX,Success,2020-06-13,09:21,F9 B5,Success ( OCISLY,2020,15410.0,33973.1942
88,Cape Canaveral,GPS III,"4,311 kg",MEO,U.S. Space Force,Success,2020-06-30,20:10:46,F9 B5,Success ( JRTI,2020,4311.0,9504.11682
89,Cape Canaveral,ANASIS-II,"5,000–6,000 kg",GTO,Republic of Korea Army,Success,2020-07-20,21:30,F9 B5[,Success ( JRTI,2020,5000.0,11023.099999999999
90,Kennedy,Starlink,"14,932 kg",LEO,SpaceX,Success,2020-08-07,05:12,F9 B5,Success ( OCISLY,2020,14932.0,32919.385839999995
91,Cape Canaveral,Starlink,"15,440 kg",LEO,SpaceX,Success,2020-08-18,14:31,F9 B5[,Success ( OCISLY,2020,15440.0,34039.3328
92,Cape Canaveral,SAOCOM 1B,"3,130 kg",SSO,CONAE,Success,2020-08-30,23:18,F9 B5,Success ( LZ‑1,2020,3130.0,6900.460599999999
93,Kennedy,Starlink,"15,600 kg",LEO,SpaceX,Success,2020-09-03,12:46:14,F9 B5[,Success ( OCISLY,2020,15600.0,34392.072
94,Kennedy,Starlink,"15,600 kg",LEO,SpaceX,Success,2020-10-06,11:29:34,F9 B5[,Success ( OCISLY,2020,15600.0,34392.072
95,Kennedy,Starlink,"15,600 kg",LEO,SpaceX,Success,2020-10-18,12:25:57,F9 B5[,Success ( OCISLY,2020,15600.0,34392.072
96,Cape Canaveral,Starlink,"15,600 kg",LEO,SpaceX,Success,2020-10-24,15:31:34,F9 B5,Success ( JRTI,2020,15600.0,34392.072
97,Cape Canaveral,GPS III,"4,311 kg",MEO,USSF,Success,2020-11-05,23:24:23,F9 B5,Success ( OCISLY,2020,4311.0,9504.11682
98,Kennedy,Crew-1,"~12,500 kg",LEO,NASA,Success,2020-11-16,00:27,F9 B5B1061-195,Success ( JRTI,2020,12500.0,27557.749999999996
99,Vandenberg,Sentinel-6 Michael Freilich (Jason-CS A),"1,192 kg",LEO,NASA,Success,2020-11-21,17:17:08,F9 B5,Success ( LZ‑4,2020,1192.0,2627.9070399999996
100,Cape Canaveral,Starlink,"15,600 kg",LEO,SpaceX,Success,2020-11-25,02:13,F9 B5[,Success ( OCISLY,2020,15600.0,34392.072
101,Kennedy,SpaceX CRS-21,"2,972 kg",LEO,NASA,Success,2020-12-06,16:17:08,F9 B5[,Success ( OCISLY,2020,2972.0,6552.130639999999
102,Cape Canaveral,SXM-7,"7,000 kg",GTO,Sirius XM,Success,2020-12-13,17:30:00,F9 B5,Success ( JRTI,2020,7000.0,15432.339999999998
103,Kennedy,NROL-108,C,LEO,NRO,Success,2020-12-19,14:00:00,F9 B5,Success ( LZ‑1,2020,,
104,Cape Canaveral,Türksat 5A,"3,500 kg",GTO,Türksat,Success,2021-01-08,02:15,F9 B5,Success ( JRTI,2021,3500.0,7716.169999999999
105,Kennedy,Starlink,"15,600 kg",LEO,SpaceX,Success,2021-01-20,13:02:22,F9 B5[,Success ( JRTI,2021,15600.0,34392.072
106,Cape Canaveral,Transporter-1,"~5,000 kg",SSO,,Success,2021-01-24,15:00,F9 B5[,Success ( OCISLY,2021,5000.0,11023.099999999999
107,Cape Canaveral,Starlink,"15,600 kg",LEO,SpaceX,Success,2021-02-04,06:19,F9 B5[,Success ( OCISLY,2021,15600.0,34392.072
108,Cape Canaveral,Starlink,"15,600 kg",LEO,SpaceX,Success,2021-02-16,03:59:37,F9 B5,Failure ( OCISLY,2021,15600.0,34392.072
109,Kennedy,Starlink,"15,600 kg",LEO,SpaceX,Success,2021-03-04,08:24:54,F9 B5[,Success ( OCISLY,2021,15600.0,34392.072
110,Cape Canaveral,Starlink,"15,600 kg",LEO,SpaceX,Success,2021-03-11,08:13:29,F9 B5[,Success ( JRTI,2021,15600.0,34392.072
111,Kennedy,Starlink,"15,600 kg",LEO,SpaceX,Success,2021-03-14,10:01:26,F9 B5,Success ( OCISLY,2021,15600.0,34392.072
112,Cape Canaveral,Starlink,"15,600 kg",LEO,SpaceX,Success,2021-03-24,08:28:24,F9 B5[,Success ( OCISLY,2021,15600.0,34392.072
113,Cape Canaveral,Starlink,"15,600 kg",LEO,SpaceX,Success,2021-04-07,16:34:18,F9 B5,Success ( OCISLY,2021,15600.0,34392.072
114,Kennedy,Crew-2,"~13,000 kg",LEO,NASA,Success,2021-04-23,09:49:02,F9 B5,Success ( OCISLY,2021,13000.0,28660.059999999998
115,Cape Canaveral,Starlink,"15,600 kg",LEO,SpaceX,Success,2021-04-29,03:44:30,F9 B5,Success ( JRTI,2021,15600.0,34392.072
116,Kennedy,Starlink,"15,600 kg",LEO,SpaceX,Success,2021-05-04,19:01:07,F9 B5[,Success ( OCISLY,2021,15600.0,34392.072
117,Cape Canaveral,Starlink,"15,600 kg",LEO,SpaceX,Success,2021-05-09,06:42:45,F9 B5,Success ( JRTI,2021,15600.0,34392.072
118,Kennedy,Starlink,"15,440 kg",LEO,SpaceX,Success,2021-05-15,22:56,F9 B5,Success ( OCISLY,2021,15440.0,34039.3328
119,Cape Canaveral,Starlink,"15,600 kg",LEO,SpaceX,Success,2021-05-26,18:59:35,F9 B5,Success ( JRTI,2021,15600.0,34392.072
120,Kennedy,SpaceX CRS-22,"3,328 kg",LEO,NASA,Success,2021-06-03,17:29:17,F9 B5,Success ( OCISLY,2021,3328.0,7336.9753599999995
121,Cape Canaveral,SXM-8,"7,000 kg",GTO,Sirius XM,Success,2021-06-06,04:26,F9 B5,Success ( JRTI,2021,7000.0,15432.339999999998
122,Cape Canaveral,USA-319,"4,331 kg",MEO,USSF,Success,2021-06-17,16:09:35,F9 B5[,Success ( JRTI,2021,4331.0,9548.209219999999
123,Cape Canaveral,Transporter-2,U,SSO,,Success,2021-06-30,19:31,F9 B5,Success ( LZ‑1,2021,,
124,Kennedy,SpaceX CRS-23,"~2,200 kg",LEO,NASA,Success,2021-08-29,07:14:49,F9 B5,Success ( ASOG,2021,2200.0,4850.164
125,Vandenberg,Starlink,"~13,260 kg",LEO,SpaceX,Success,2021-09-14,03:55:50,F9 B5,Success ( OCISLY,2021,13260.0,29233.261199999997
126,Kennedy,Inspiration4,"~12,519 kg",LEO,Jared Isaacman,Success,2021-09-16,00:02:56,F9 B5[,Success( JRTI,2021,12519.0,27599.637779999997
127,Kennedy,Crew-3,"~13,000 kg",LEO,NASA,Success,2021-11-11,02:03:31,F9 B5[,Success ( ASOG,2021,13000.0,28660.059999999998
128,Cape Canaveral,Starlink,"~15,635 kg",LEO,SpaceX,Success,2021-11-13,12:19,F9 B5[,Success ( JRTI,2021,15635.0,34469.2337
129,Vandenberg,Double Asteroid Redirection Test (DART),624 kg,Heliocentric,NASA,Success,2021-11-24,06:21,F9 B5[,Success ( OCISLY,2021,624.0,1375.6828799999998
130,Cape Canaveral,Starlink,"~14,500 kg",LEO,SpaceX,Success,2021-12-02,23:12,F9 B5,Success ( ASOG,2021,14500.0,31966.989999999998
131,Kennedy,Imaging X-ray Polarimetry Explorer,325 kg,LEO,NASA,Success,2021-12-09,06:00,F9 B5,Success ( JRTI,2021,325.0,716.5015
132,Vandenberg,Starlink,"15,600 kg",LEO,SpaceX,Success,2021-12-18,12:41,F9 B5,Success ( OCISLY,2021,15600.0,34392.072
133,Cape Canaveral,Türksat 5B,"4,500 kg",GTO,Türksat,Success,2021-12-19,03:58,F9 B5,Success ( ASOG,2021,4500.0,9920.789999999999
134,Kennedy,SpaceX CRS-24,"2,989 kg",LEO,NASA,Success,2021-12-21,10:06,F9 B5,Success ( JRTI,2021,2989.0,6589.6091799999995
135,Kennedy,Starlink,"~14,500 kg",LEO,SpaceX,Success,2022-01-06,21:49,F9 B5,Success ( ASOG,2022,14500.0,31966.989999999998
136,Cape Canaveral,Transporter-3,U,SSO,,Success,2022-01-13,15:25:38,F9 B5,Success ( LZ‑1,2022,,
137,Kennedy,Starlink,"~14,500 kg",LEO,SpaceX,Success,2022-01-19,02:02:40,F9 B5,Success ( ASOG,2022,14500.0,31966.989999999998
138,Cape Canaveral,CSG-2,"2,205 kg",SSO,ASI,Success,2022-01-31,23:11,F9 B5,Success ( LZ‑1,2022,2205.0,4861.187099999999
139,Vandenberg,NROL-87,C,SSO,NRO,Success,2022-02-02,20:27,F9 B5,Success ( LZ‑4,2022,,
140,Kennedy,Starlink,"~14,500 kg",LEO,SpaceX,Success,2022-02-03,18:13,F9 B5,Success ( ASOG,2022,14500.0,31966.989999999998
141,Cape Canaveral,Starlink,"~13,600 kg",LEO,SpaceX,Success,2022-02-21,14:44,F9 B5,Success ( ASOG,2022,13600.0,29982.832
142,Vandenberg,Starlink,"~14,750 kg",LEO,SpaceX,Success,2022-02-25,17:12,F9 B5,Success ( OCISLY,2022,14750.0,32518.144999999997
143,Kennedy,Starlink,"~13,900 kg",LEO,SpaceX,Success,2022-03-03,14:25,F9 B5,Success ( JRTI,2022,13900.0,30644.217999999997
144,Cape Canaveral,Starlink,"~14,160 kg",LEO,SpaceX,Success,2022-03-09,13:45,F9 B5[,Success ( ASOG,2022,14160.0,31217.419199999997
145,Cape Canaveral,Starlink,"~16,250 kg",LEO,SpaceX,Success,2022-03-19,04:42,F9 B5,Success ( JRTI,2022,16250.0,35825.075
146,Cape Canaveral,Transporter-4,U,SSO,,Success,2022-04-01,16:24,F9 B5,Success ( JRTI,2022,,
147,Kennedy,Axiom-1,"~13,000 kg",LEO,Axiom Space,Success,2022-04-08,15:17:11,F9 B5,Success ( ASOG,2022,13000.0,28660.059999999998
148,Vandenberg,NROL-85,C,LEO,NRO,Success,2022-04-17,13:13:12,F9 B5,Success ( LZ‑4,2022,,
149,Cape Canaveral,Starlink,"~16,250 kg",LEO,SpaceX,Success,2022-04-21,17:51,F9 B5,Success ( JRTI,2022,16250.0,35825.075
150,Kennedy,Crew-4,"~13,000 kg",LEO,NASA,Success,2022-04-27,07:52,F9 B5[,Success ( ASOG,2022,13000.0,28660.059999999998
151,Cape Canaveral,Starlink,"~16,250 kg",LEO,SpaceX,Success,2022-04-29,21:27,F9 B5,Success ( JRTI,2022,16250.0,35825.075
152,Kennedy,Starlink,"~16,250 kg",LEO,SpaceX,Success,2022-05-06,09:46,F9 B5,Success ( ASOG,2022,16250.0,35825.075
153,Vandenberg,Starlink,"~16,250 kg",LEO,SpaceX,Success,2022-05-13,22:07,F9 B5,Success ( OCISLY,2022,16250.0,35825.075
154,Cape Canaveral,Starlink,"~16,250 kg",LEO,SpaceX,Success,2022-05-14,20:40,F9 B5,Success ( JRTI,2022,16250.0,35825.075
155,Kennedy,Starlink,"~16,250 kg",LEO,SpaceX,Success,2022-05-18,10:59,F9 B5,Success ( ASOG,2022,16250.0,35825.075
156,Cape Canaveral,Transporter-5,U,SSO,,Success,2022-05-25,18:35,F9 B5[,Success ( LZ‑1,2022,,
157,Cape Canaveral,Nilesat-301,"~4,100 kg",GTO,Nilesat,Success,2022-06-08,21:03,F9 B5[,Success ( JRTI,2022,4100.0,9038.942
158,Kennedy,Starlink,"~16,250 kg",LEO,SpaceX,Success,2022-06-17,16:09,F9 B5[,Success ( ASOG,2022,16250.0,35825.075
159,Vandenberg,SARah 1,"~4,000 kg",SSO,German Intelligence Service,Success,2022-06-18,14:19,F9 B5,Success ( LZ‑4,2022,4000.0,8818.48
160,Cape Canaveral,Globalstar-2 M087 (FM15),~700 kg,LEO,Globalstar,Success,2022-06-19,04:27,F9 B5[,Success ( JRTI,2022,700.0,1543.234
161,Cape Canaveral,SES-22,"~3,500 kg",GTO,SES,Success,2022-06-29,21:04,F9 B5[,Success ( ASOG,2022,3500.0,7716.169999999999
162,Cape Canaveral,Starlink,"~16,250 kg",LEO,SpaceX,Success,2022-07-07,13:11,F9 B5[,Success ( JRTI,2022,16250.0,35825.075
